job_name,submit_time,task_name,instance_num,task_duration,plan_cpu,plan_mem,plan_gpu,gpu_type,communicate_count,communicate_size,decline
app_132,69,instance_14379,1,10,800,40,200,V100,4,474,72
app_132,69,instance_14380,1,10,800,40,50,V100,2,919,72
app_132,69,instance_14381,1,10,800,40,100,V100,1,496,72
app_132,70,instance_14382,1,10,800,40,50,V100,3,383,72
app_132,70,instance_14383,1,10,800,40,200,V100,1,620,72
app_132,70,instance_14384,1,10,800,40,100,V100,3,116,72
app_132,70,instance_14385,1,10,800,40,100,V100,1,280,72
app_132,70,instance_14386,1,10,800,40,200,V100,3,558,72
app_86,70,instance_14393,1,10,800,40,100,V100,2,52,72
app_86,71,instance_14400,1,10,800,40,50,V100,4,566,72
app_86,71,instance_14413,1,10,800,40,100,V100,4,450,72
app_132,71,instance_14414,1,10,800,40,100,V100,5,666,72
app_132,71,instance_14415,1,10,800,40,100,V100,2,161,72
app_132,71,instance_14416,1,10,800,40,200,V100,1,257,72
app_132,71,instance_14417,1,10,800,40,100,V100,1,591,72
app_132,72,instance_14418,1,10,800,40,150,V100,2,580,72
app_86,72,instance_14427,1,10,800,40,200,V100,3,298,72
app_86,72,instance_14430,1,10,800,40,100,V100,2,965,72
app_134,72,instance_14494,1,10,800,40,150,V100,2,947,72
app_0,72,instance_14496,1,10,1200,120,200,V100,3,321,72
app_0,72,instance_14497,1,10,1200,120,100,V100,4,274,72
app_134,72,instance_14498,1,10,800,40,200,V100,3,847,72
app_13,72,instance_14499,1,10,800,40,100,V100,4,750,72
app_86,72,instance_14500,1,10,800,40,150,V100,5,571,72
app_50,73,instance_14501,1,10,800,40,100,V100,4,350,72
app_93,73,instance_14502,1,10,800,40,100,V100,3,747,72
app_0,73,instance_14503,1,10,1200,120,150,V100,2,952,72
app_13,73,instance_14509,1,10,800,40,200,V100,5,82,72
app_13,73,instance_14518,1,10,800,40,150,V100,1,52,72
app_0,73,instance_14593,1,10,1200,120,150,V100,2,836,72
app_0,73,instance_14598,1,10,1200,120,50,V100,3,318,72
app_18,73,instance_14668,1,10,800,40,100,V100,3,493,72
app_68,73,instance_14669,1,10,800,40,50,V100,1,728,72
app_18,74,instance_14670,1,10,800,40,100,V100,5,528,72
app_28,74,instance_14671,1,10,800,40,100,V100,1,393,72
app_91,74,instance_14672,1,10,1200,120,150,V100,3,568,72
app_13,74,instance_14676,1,10,800,40,50,V100,5,221,72
app_91,74,instance_14687,1,10,1200,120,50,V100,4,267,72
app_23,74,instance_14728,1,10,800,40,50,V100,4,333,72
app_24,74,instance_14808,1,10,800,40,50,V100,5,1009,72
app_126,74,instance_14864,1,10,1600,80,50,V100,4,887,72
app_136,75,instance_14888,1,10,800,32,50,V100,1,170,72
app_136,75,instance_14889,1,10,800,32,50,V100,3,58,72
app_114,75,instance_14903,1,10,800,40,50,V100,1,448,72
app_136,75,instance_14908,1,10,800,32,100,V100,5,1015,72
app_73,75,instance_14950,1,10,800,40,100,V100,4,707,72
app_73,75,instance_14951,1,10,800,40,50,V100,1,274,72
app_0,75,instance_14989,1,10,1200,120,100,V100,2,654,72
app_39,75,instance_14995,1,10,800,40,50,V100,1,974,72
app_0,76,instance_15005,1,10,1200,120,200,V100,2,916,72
app_136,76,instance_15006,1,10,800,32,100,V100,3,62,72
app_0,76,instance_15025,1,10,1200,120,200,V100,5,88,72
app_18,76,instance_15036,1,10,800,40,50,V100,5,880,72
app_91,76,instance_15070,1,10,1200,120,50,V100,2,582,72
app_101,76,instance_15093,1,10,800,50,150,V100,4,313,72
app_101,76,instance_15110,1,10,800,50,200,V100,1,114,72
app_101,76,instance_15120,1,10,800,50,50,V100,2,352,72
app_18,77,instance_15331,1,10,800,40,200,V100,4,133,72
app_101,77,instance_15378,1,10,800,50,200,V100,5,730,72
app_18,77,instance_15380,1,10,800,40,150,V100,4,944,72
app_0,77,instance_15426,1,10,1200,120,200,V100,3,415,72
app_140,77,instance_15427,1,10,800,40,100,V100,3,732,72
app_140,77,instance_15428,1,10,800,40,100,V100,2,728,72
app_140,77,instance_15429,1,10,800,40,50,V100,3,810,72
app_140,77,instance_15430,1,10,800,40,50,V100,3,232,72
app_140,78,instance_15431,1,10,800,40,200,V100,1,851,72
app_140,78,instance_15432,1,10,800,40,100,V100,4,969,72
app_140,78,instance_15433,1,10,800,40,100,V100,4,52,72
app_140,78,instance_15434,1,10,800,40,100,V100,1,606,72
app_140,78,instance_15435,1,10,800,40,150,V100,4,382,72
app_140,78,instance_15436,1,10,800,40,200,V100,4,831,72
app_140,78,instance_15437,1,10,800,40,50,V100,2,164,72
app_140,78,instance_15438,1,10,800,40,50,V100,1,66,72
app_140,78,instance_15439,1,10,800,40,150,V100,5,111,72
app_140,78,instance_15440,1,10,800,40,150,V100,4,150,72
app_140,79,instance_15441,1,10,800,40,200,V100,3,311,72
app_140,79,instance_15442,1,10,800,40,100,V100,3,385,72
app_140,79,instance_15443,1,10,800,40,150,V100,5,523,72
app_140,79,instance_15444,1,10,800,40,100,V100,3,616,72
app_140,79,instance_15445,1,10,800,40,100,V100,2,576,72
app_140,79,instance_15446,1,10,800,40,50,V100,5,651,72
app_140,79,instance_15452,1,10,800,40,200,V100,3,173,72
app_140,79,instance_15453,1,10,800,40,100,V100,5,755,72
app_140,79,instance_15454,1,10,800,40,150,V100,5,609,72
app_140,79,instance_15455,1,10,800,40,150,V100,5,203,72
app_140,80,instance_15456,1,10,800,40,50,V100,3,611,72
app_140,80,instance_15457,1,10,800,40,100,V100,5,40,72
app_140,80,instance_15458,1,10,800,40,200,V100,3,300,72
app_140,80,instance_15484,1,10,800,40,100,V100,2,996,72
app_140,80,instance_15604,1,10,800,40,200,V100,3,567,72
app_140,80,instance_15606,1,10,800,40,150,V100,3,356,72
app_140,80,instance_15607,1,10,800,40,200,V100,5,480,72
app_140,80,instance_15608,1,10,800,40,200,V100,2,359,72
app_140,80,instance_15609,1,10,800,40,50,V100,2,750,72
app_140,80,instance_15610,1,10,800,40,200,V100,5,287,72
app_140,81,instance_15611,1,10,800,40,100,V100,5,527,72
app_140,81,instance_15612,1,10,800,40,150,V100,2,138,72
app_140,81,instance_15613,1,10,800,40,50,V100,1,700,72
app_140,81,instance_15614,1,10,800,40,50,V100,5,22,72
app_140,81,instance_15615,1,10,800,40,200,V100,2,290,72
app_140,81,instance_15616,1,10,800,40,150,V100,5,494,72
app_140,81,instance_15617,1,10,800,40,200,V100,4,560,72
app_140,81,instance_15618,1,10,800,40,150,V100,4,3,72
app_140,81,instance_15619,1,10,800,40,100,V100,4,994,72
app_140,81,instance_15620,1,10,800,40,50,V100,3,667,72
app_140,82,instance_15621,1,10,800,40,100,V100,3,521,72
app_140,82,instance_15622,1,10,800,40,150,V100,1,117,72
app_140,82,instance_15623,1,10,800,40,200,V100,5,948,72
app_140,82,instance_15624,1,10,800,40,150,V100,1,660,72
app_140,82,instance_15625,1,10,800,40,150,V100,1,109,72
app_140,82,instance_15626,1,10,800,40,200,V100,2,947,72
app_140,82,instance_15627,1,10,800,40,150,V100,3,322,72
app_140,82,instance_15628,1,10,800,40,150,V100,1,602,72
app_140,82,instance_15629,1,10,800,40,50,V100,4,510,72
app_140,82,instance_15630,1,10,800,40,50,V100,1,352,72
app_140,83,instance_15631,1,10,800,40,200,V100,4,837,72
app_141,83,instance_15799,1,10,800,40,50,V100,5,219,72
app_52,83,instance_15808,1,10,800,40,100,V100,1,168,72
app_137,83,instance_15812,1,10,800,40,150,V100,2,976,72
app_52,83,instance_15862,1,10,800,40,200,V100,2,619,72
app_137,83,instance_15863,1,10,800,40,100,V100,5,306,72
app_52,83,instance_15888,1,10,800,40,200,V100,1,837,72
app_137,83,instance_15889,1,10,800,40,150,V100,2,211,72
app_52,83,instance_15904,1,10,800,40,150,V100,2,145,72
app_137,83,instance_15905,1,10,800,40,200,V100,2,122,72
app_90,84,instance_15921,1,10,1200,40,100,V100,1,607,72
app_23,84,instance_15927,1,10,800,40,50,V100,1,819,72
app_91,84,instance_15932,1,10,1200,120,100,V100,4,186,72
app_19,84,instance_15936,1,10,800,40,50,V100,5,505,72
app_52,84,instance_16127,1,10,800,40,150,V100,3,996,72
app_0,84,instance_16128,1,10,1200,120,50,V100,4,170,72
app_137,84,instance_16130,1,10,800,40,100,V100,1,395,72
app_142,84,instance_16257,1,10,800,40,200,V100,1,501,72
app_142,85,instance_16258,1,10,800,40,150,V100,5,28,72
app_142,85,instance_16259,1,10,800,40,50,V100,1,324,72
app_142,85,instance_16283,1,10,800,40,200,V100,2,347,72
app_142,85,instance_16285,1,10,800,40,200,V100,5,905,72
app_142,85,instance_16286,1,10,800,40,50,V100,4,205,72
app_143,85,instance_16388,1,10,800,40,200,V100,4,666,72
app_143,85,instance_16389,1,10,800,40,150,V100,1,739,72
app_143,85,instance_16390,1,10,800,40,150,V100,2,255,72
app_143,86,instance_16391,1,10,800,40,50,V100,3,229,72
app_143,86,instance_16393,1,10,800,40,50,V100,4,823,72
app_143,86,instance_16394,1,10,800,40,200,V100,1,969,72
app_107,86,instance_16413,1,10,1200,40,150,V100,2,374,72
app_18,86,instance_16414,1,10,800,40,100,V100,3,206,72
app_138,86,instance_16417,1,10,800,40,150,V100,1,81,72
app_141,86,instance_16418,1,10,800,40,200,V100,3,3,72
app_138,86,instance_16419,1,10,800,40,100,V100,3,831,72
app_141,87,instance_16420,1,10,800,40,50,V100,4,5,72
app_77,87,instance_16446,1,10,800,40,200,V100,5,123,72
app_144,87,instance_16506,1,10,800,40,50,V100,3,509,72
app_144,87,instance_16507,1,10,800,40,50,V100,5,462,72
app_143,87,instance_16528,1,10,800,40,200,V100,5,602,72
app_143,87,instance_16529,1,10,800,40,50,V100,4,361,72
app_114,87,instance_16535,1,10,800,40,100,V100,5,364,72
app_18,88,instance_16555,1,10,800,40,150,V100,1,91,72
app_141,88,instance_16557,1,10,800,40,100,V100,3,524,72
app_143,88,instance_16586,1,10,800,40,50,V100,4,166,72
app_144,88,instance_16587,1,10,800,40,200,V100,5,689,72
app_60,88,instance_16854,1,10,800,16,100,V100,4,54,72
app_27,88,instance_16932,1,10,800,40,200,V100,4,17,72
app_27,88,instance_16933,1,10,800,40,200,V100,2,312,72
app_27,89,instance_16936,1,10,800,40,100,V100,4,278,72
app_60,89,instance_16984,1,10,800,16,50,V100,3,807,72
app_27,89,instance_16985,1,10,800,40,200,V100,4,277,72
app_123,89,instance_17102,1,10,800,16,200,V100,4,539,72
app_123,89,instance_17103,1,10,800,16,100,V100,2,247,72
app_123,89,instance_17104,1,10,800,16,100,V100,4,599,72
app_123,89,instance_17105,1,10,800,16,150,V100,3,583,72
app_123,90,instance_17106,1,10,800,16,100,V100,2,537,72
app_123,90,instance_17107,1,10,800,16,50,V100,5,938,72
app_123,90,instance_17108,1,10,800,16,100,V100,4,428,72
app_123,90,instance_17109,1,10,800,16,50,V100,2,573,72
app_123,90,instance_17110,1,10,800,16,50,V100,5,243,72
app_123,90,instance_17111,1,10,800,16,200,V100,5,476,72
app_123,90,instance_17112,1,10,800,16,150,V100,5,73,72
app_123,90,instance_17113,1,10,800,16,200,V100,2,525,72
app_123,90,instance_17114,1,10,800,16,50,V100,2,155,72
app_123,91,instance_17115,1,10,800,16,50,V100,4,302,72
app_123,91,instance_17116,1,10,800,16,150,V100,1,659,72
app_123,91,instance_17117,1,10,800,16,100,V100,2,341,72
app_123,91,instance_17118,1,10,800,16,200,V100,5,37,72
app_77,91,instance_17168,1,10,800,40,150,V100,1,575,72
app_77,91,instance_17169,1,10,800,40,50,V100,4,419,72
app_123,91,instance_17175,1,10,800,16,100,V100,2,389,72
app_144,91,instance_17195,1,10,800,40,50,V100,4,709,72
app_21,91,instance_17203,1,10,800,16,100,V100,1,812,72
app_14,92,instance_17204,1,10,800,16,200,V100,1,187,72
app_14,92,instance_17205,1,10,800,16,100,V100,5,538,72
app_53,92,instance_17206,1,10,800,40,200,V100,2,280,72
app_0,92,instance_17209,1,10,1200,120,100,V100,4,125,72
app_0,92,instance_17210,1,10,1200,120,100,V100,5,255,72
app_0,92,instance_17211,1,10,1200,120,200,V100,1,524,72
app_0,92,instance_17212,1,10,1200,120,100,V100,5,865,72
app_0,92,instance_17213,1,10,1200,120,100,V100,2,916,72
app_54,93,instance_17214,1,10,800,32,50,V100,5,382,72
app_60,93,instance_17215,1,10,800,16,200,V100,2,1010,72
app_0,93,instance_17216,1,10,1200,120,200,V100,3,183,72
app_0,93,instance_17223,1,10,1200,120,100,V100,4,373,72
app_0,93,instance_17225,1,10,1200,120,150,V100,1,657,72
app_53,93,instance_17229,1,10,800,40,100,V100,2,427,72
app_100,93,instance_17230,1,10,800,16,50,V100,5,18,72
app_0,93,instance_17245,1,10,1200,120,200,V100,1,630,72
app_14,94,instance_17257,1,10,800,16,100,V100,4,539,72
app_0,94,instance_17258,1,10,1200,120,150,V100,1,293,72
app_0,94,instance_17259,1,10,1200,120,200,V100,3,1023,72
app_0,94,instance_17327,1,10,1200,120,50,V100,4,875,72
app_0,94,instance_17430,1,10,1200,120,150,V100,3,663,72
app_27,94,instance_17451,1,10,800,40,150,V100,5,629,72
app_27,94,instance_17452,1,10,800,40,200,V100,1,997,72
app_27,94,instance_17453,1,10,800,40,50,V100,4,107,72
app_27,95,instance_17454,1,10,800,40,200,V100,1,898,72
app_27,95,instance_17455,1,10,800,40,200,V100,1,681,72
app_27,95,instance_17456,1,10,800,40,50,V100,2,934,72
app_27,95,instance_17457,1,10,800,40,100,V100,2,923,72
app_27,95,instance_17458,1,10,800,40,100,V100,1,611,72
app_27,95,instance_17459,1,10,800,40,50,V100,2,530,72
app_27,95,instance_17460,1,10,800,40,150,V100,4,416,72
app_27,95,instance_17461,1,10,800,40,200,V100,3,154,72
app_27,96,instance_17462,1,10,800,40,50,V100,1,805,72
app_27,96,instance_17463,1,10,800,40,50,V100,3,190,72
app_27,96,instance_17464,1,10,800,40,150,V100,3,296,72
app_23,96,instance_17512,1,10,800,40,150,V100,3,634,72
app_0,96,instance_17522,1,10,1200,120,100,V100,5,189,72
app_145,96,instance_17532,1,10,800,40,150,V100,5,130,72
app_145,96,instance_17534,1,10,800,40,200,V100,5,980,72
app_145,96,instance_17535,1,10,800,40,100,V100,5,621,72
app_145,96,instance_17536,1,10,800,40,200,V100,5,632,72
app_145,96,instance_17539,1,10,800,40,100,V100,2,899,72
app_145,97,instance_17546,1,10,800,40,100,V100,4,21,72
app_145,97,instance_17547,1,10,800,40,50,V100,5,83,72
app_145,97,instance_17548,1,10,800,40,200,V100,5,852,72
app_145,97,instance_17549,1,10,800,40,100,V100,1,858,72
app_145,97,instance_17550,1,10,800,40,150,V100,3,533,72
app_145,97,instance_17551,1,10,800,40,100,V100,2,378,72
app_145,97,instance_17552,1,10,800,40,200,V100,1,470,72
app_145,97,instance_17553,1,10,800,40,150,V100,1,290,72
app_145,97,instance_17554,1,10,800,40,50,V100,5,984,72
app_145,98,instance_17555,1,10,800,40,50,V100,2,54,72
app_145,98,instance_17556,1,10,800,40,50,V100,2,156,72
app_145,98,instance_17557,1,10,800,40,150,V100,4,265,72
app_145,98,instance_17576,1,10,800,40,200,V100,5,946,72
app_145,98,instance_17577,1,10,800,40,150,V100,4,625,72
app_0,98,instance_17592,1,10,1200,120,50,V100,4,211,72
app_145,98,instance_17594,1,10,800,40,100,V100,2,377,72
app_145,98,instance_17595,1,10,800,40,50,V100,3,103,72
app_145,98,instance_17645,1,10,800,40,150,V100,5,249,72
app_145,99,instance_17647,1,10,800,40,200,V100,2,880,72
app_145,99,instance_17648,1,10,800,40,100,V100,3,152,72
app_145,99,instance_17679,1,10,800,40,150,V100,4,43,72
app_145,99,instance_17680,1,10,800,40,150,V100,4,545,72
app_145,99,instance_17681,1,10,800,40,100,V100,1,981,72
